,State,Area,LHS,HS,SC,BD
0,AL,Alabama,15.2,31.0,29.8,24.0
1,AL,Autauga County,12.4,34.3,28.7,24.6
2,AL,Baldwin County,10.0,28.7,31.8,29.5
3,AL,Barbour County,26.2,34.9,26.0,12.9
4,AL,Bibb County,19.3,41.8,26.9,12.0
5,AL,Blount County,20.0,32.9,34.0,13.1
6,AL,Bullock County,33.4,34.1,22.2,10.3
7,AL,Butler County,18.9,39.9,25.1,16.1
8,AL,Calhoun County,17.7,32.1,32.6,17.7
9,AL,Chambers County,19.7,39.4,28.4,12.5
10,AL,Cherokee County,18.7,36.0,31.4,14.0
11,AL,Chilton County,19.9,41.3,24.0,14.9
12,AL,Choctaw County,21.1,37.3,29.6,12.0
13,AL,Clarke County,19.0,45.1,23.8,12.1
14,AL,Clay County,25.4,34.6,29.0,11.1
15,AL,Cleburne County,25.8,38.0,24.7,11.5
16,AL,Coffee County,14.9,29.3,32.1,23.7
17,AL,Colbert County,16.6,34.8,30.1,18.5
18,AL,Conecuh County,20.6,46.2,24.6,8.7
19,AL,Coosa County,27.1,36.3,26.7,9.9
20,AL,Covington County,19.1,34.4,31.6,14.9
21,AL,Crenshaw County,21.7,38.5,25.1,14.6
22,AL,Cullman County,17.8,35.1,32.1,15.0
23,AL,Dale County,14.2,33.1,36.7,16.1
24,AL,Dallas County,21.0,36.5,28.8,13.8
25,AL,DeKalb County,27.4,34.3,27.0,11.4
26,AL,Elmore County,13.2,35.4,29.1,22.2
27,AL,Escambia County,19.5,43.4,25.4,11.6
28,AL,Etowah County,17.5,32.5,33.4,16.5
29,AL,Fayette County,20.8,39.0,26.0,14.1
30,AL,Franklin County,24.3,36.7,26.6,12.4
31,AL,Geneva County,22.3,36.0,30.1,11.7
32,AL,Greene County,23.1,41.0,26.0,10.0
33,AL,Hale County,18.6,42.8,24.6,14.0
34,AL,Henry County,19.3,36.1,28.4,16.1
35,AL,Houston County,15.1,32.1,31.8,21.0
36,AL,Jackson County,20.5,41.1,25.8,12.6
37,AL,Jefferson County,11.0,26.5,31.1,31.4
38,AL,Lamar County,22.6,35.4,29.0,13.1
39,AL,Lauderdale County,15.1,34.6,28.6,21.7
40,AL,Lawrence County,22.5,39.9,27.4,10.3
41,AL,Lee County,11.3,24.5,29.8,34.4
42,AL,Limestone County,16.8,32.0,27.9,23.3
43,AL,Lowndes County,25.2,37.7,24.9,12.3
44,AL,Macon County,19.5,31.2,29.2,20.0
45,AL,Madison County,9.2,20.9,29.2,40.7
46,AL,Marengo County,16.1,40.2,28.8,14.8
47,AL,Marion County,20.1,35.0,32.5,12.5
48,AL,Marshall County,21.4,31.9,30.1,16.6
49,AL,Mobile County,14.2,32.6,30.7,22.5
50,AL,Monroe County,18.0,45.1,24.6,12.4
51,AL,Montgomery County,14.5,25.4,28.7,31.5
52,AL,Morgan County,17.5,30.1,31.0,21.4
53,AL,Perry County,23.6,39.5,22.4,14.5
54,AL,Pickens County,18.9,39.9,30.1,11.1
55,AL,Pike County,20.0,32.7,23.3,24.0
56,AL,Randolph County,22.7,36.4,25.5,15.4
57,AL,Russell County,17.4,31.2,34.4,17.0
58,AL,St. Clair County,16.5,36.1,31.3,16.1
59,AL,Shelby County,8.4,21.0,29.1,41.4
60,AL,Sumter County,20.0,41.6,20.3,18.1
61,AL,Talladega County,20.2,35.7,31.0,13.1
62,AL,Tallapoosa County,20.4,35.3,27.0,17.3
63,AL,Tuscaloosa County,11.9,30.3,28.4,29.4
64,AL,Walker County,21.4,36.6,31.4,10.5
65,AL,Washington County,20.3,45.8,24.3,9.6
66,AL,Wilcox County,20.1,44.9,23.6,11.3
67,AL,Winston County,24.0,34.3,28.6,13.1
68,AK,Alaska,7.7,27.7,35.8,28.8
69,AK,Aleutian Islands,,,,
70,AK,Aleutians East Borough,15.6,42.0,30.4,11.9
71,AK,Aleutians West Census Area,12.5,40.3,31.5,15.7
72,AK,Anchorage Municipality,6.7,24.0,35.0,34.3
73,AK,Bethel Census Area,19.1,45.4,24.1,11.4
74,AK,Bristol Bay Borough,7.4,34.8,38.7,19.1
75,AK,Denali Borough,3.8,23.4,34.3,38.5
76,AK,Dillingham Census Area,13.2,36.9,32.4,17.6
77,AK,Fairbanks North Star Borough,5.6,22.2,38.8,33.4
78,AK,Haines Borough,4.5,25.7,29.3,40.4
79,AK,Hoonah-Angoon Census Area,9.4,33.9,32.4,24.3
80,AK,Juneau City and Borough,4.4,21.2,35.0,39.4
81,AK,Kenai Peninsula Borough,7.3,32.2,36.9,23.7
82,AK,Ketchikan Gateway Borough,8.0,31.7,36.5,23.8
83,AK,Kodiak Island Borough,9.3,27.3,38.5,24.9
84,AK,Kusilvak Census Area,21.6,52.2,21.4,4.8
85,AK,Kuskokwim Division,,,,
86,AK,Lake and Peninsula Borough,13.7,42.5,31.4,12.5
87,AK,Matanuska-Susitna Borough,7.6,31.8,40.0,20.6
88,AK,Nome Census Area,15.1,43.1,27.9,13.9
89,AK,North Slope Borough,11.6,37.8,36.3,14.2
90,AK,Northwest Arctic Borough,20.9,45.0,23.4,10.8
91,AK,Petersburg Census Area,7.6,33.7,33.7,25.0
92,AK,Prince of Wales-Hyder Census Area,9.5,39.1,35.6,15.8
93,AK,Prince of Wales-Outer Ketchikan Census Area,,,,
94,AK,Sitka City and Borough,7.4,25.7,34.6,32.4
95,AK,Skagway Municipality,3.5,24.9,37.9,33.7
96,AK,Skagway-Yakutat-Angoon Census Area,,,,
97,AK,Skagway-Hoonah-Angoon Census Area,,,,
98,AK,Southeast Fairbanks Census Area,9.3,33.4,38.1,19.2
99,AK,Upper Yukon Division,,,,
100,AK,Valdez-Cordova Census Area,7.2,27.3,35.4,30.1
101,AK,Wrangell City and Borough,11.9,34.3,33.6,20.3
102,AK,Wrangell-Petersburg Census Area,,,,
103,AK,Yakutat City and Borough,5.5,40.8,33.9,19.7
104,AK,Yukon-Koyukuk Census Area,17.1,39.9,30.7,12.3
105,AZ,Arizona,13.8,24.3,34.0,28.0
106,AZ,Apache County,21.8,33.5,33.7,11.1
107,AZ,Cochise County,13.4,23.2,40.2,23.2
108,AZ,Coconino County,11.1,21.6,33.1,34.2
109,AZ,Gila County,15.7,28.7,37.9,17.7
110,AZ,Graham County,14.6,32.9,39.2,13.3
111,AZ,Greenlee County,12.1,36.8,38.9,12.2
112,AZ,La Paz County,24.8,36.4,28.3,10.4
113,AZ,Maricopa County,13.1,22.9,33.0,31.0
114,AZ,Mohave County,16.1,36.0,36.0,11.9
115,AZ,Navajo County,18.5,30.3,36.7,14.5
116,AZ,Pima County,12.3,22.6,34.4,30.8
117,AZ,Pinal County,15.1,29.2,37.2,18.5
118,AZ,Santa Cruz County,25.2,26.2,26.1,22.5
119,AZ,Yavapai County,9.8,25.8,38.8,25.5
120,AZ,Yuma County,28.3,25.6,31.8,14.4
121,AR,Arkansas,14.8,34.7,29.0,21.5
122,AR,Arkansas County,17.5,40.6,27.5,14.4
123,AR,Ashley County,16.1,39.7,30.6,13.6
124,AR,Baxter County,12.8,34.4,35.1,17.7
125,AR,Benton County,12.8,30.5,26.0,30.7
126,AR,Boone County,15.0,34.6,35.4,15.0
127,AR,Bradley County,20.1,41.5,24.2,14.2
128,AR,Calhoun County,16.8,49.6,21.6,12.0
129,AR,Carroll County,16.2,34.9,31.2,17.7
130,AR,Chicot County,19.9,42.0,24.9,13.1
131,AR,Clark County,13.5,30.9,30.9,24.7
132,AR,Clay County,20.9,42.4,25.4,11.3
133,AR,Cleburne County,16.7,38.2,29.7,15.4
134,AR,Cleveland County,13.9,43.9,26.5,15.7
135,AR,Columbia County,14.8,39.2,24.0,21.9
136,AR,Conway County,15.0,42.3,25.8,16.9
137,AR,Craighead County,12.0,34.2,28.3,25.4
138,AR,Crawford County,14.7,40.0,31.8,13.6
139,AR,Crittenden County,18.2,35.6,28.8,17.4
140,AR,Cross County,19.3,44.0,21.9,14.7
141,AR,Dallas County,16.6,48.9,21.9,12.7
142,AR,Desha County,23.9,39.7,23.3,13.2
143,AR,Drew County,18.4,36.9,24.9,19.8
144,AR,Faulkner County,8.9,30.7,31.3,29.1
145,AR,Franklin County,18.9,40.8,27.3,13.0
146,AR,Fulton County,16.1,40.7,32.2,11.0
147,AR,Garland County,11.6,31.3,36.4,20.6
148,AR,Grant County,10.0,41.6,28.6,19.8
149,AR,Greene County,14.7,43.0,25.8,16.4
150,AR,Hempstead County,21.3,38.0,28.1,12.6
151,AR,Hot Spring County,14.1,41.6,30.8,13.5
152,AR,Howard County,20.6,33.8,29.9,15.7
153,AR,Independence County,15.5,37.5,29.3,17.6
154,AR,Izard County,16.1,40.7,30.8,12.4
155,AR,Jackson County,23.4,42.1,25.9,8.6
156,AR,Jefferson County,15.7,38.4,28.8,17.0
157,AR,Johnson County,21.0,43.1,20.0,15.9
158,AR,Lafayette County,19.8,42.7,23.8,13.7
159,AR,Lawrence County,18.3,41.2,27.2,13.4
160,AR,Lee County,30.7,38.6,22.6,8.2
161,AR,Lincoln County,20.9,50.2,21.0,7.8
162,AR,Little River County,14.0,40.6,35.7,9.7
163,AR,Logan County,17.2,43.9,25.9,13.0
164,AR,Lonoke County,11.9,33.9,34.7,19.5
165,AR,Madison County,19.6,47.1,21.9,11.3
166,AR,Marion County,14.0,39.4,31.2,15.3
167,AR,Miller County,14.5,39.2,31.8,14.5
168,AR,Mississippi County,19.6,36.8,30.9,12.6
169,AR,Monroe County,21.8,41.7,27.4,9.1
170,AR,Montgomery County,20.2,35.4,31.8,12.5
171,AR,Nevada County,16.9,45.0,23.1,15.1
172,AR,Newton County,19.6,40.7,24.9,14.8
173,AR,Ouachita County,13.8,42.6,26.9,16.6
174,AR,Perry County,17.8,43.0,28.6,10.6
175,AR,Phillips County,23.6,31.4,33.3,11.7
176,AR,Pike County,18.6,35.6,31.0,14.8
177,AR,Poinsett County,21.3,42.5,26.7,9.6
178,AR,Polk County,15.7,36.9,35.1,12.3
179,AR,Pope County,16.5,33.8,28.4,21.3
180,AR,Prairie County,17.6,43.4,26.0,13.0
181,AR,Pulaski County,9.9,27.1,30.1,32.9
182,AR,Randolph County,16.7,38.3,31.3,13.7
183,AR,St. Francis County,22.0,38.7,28.8,10.4
184,AR,Saline County,10.7,33.4,31.3,24.5
185,AR,Scott County,23.6,38.5,27.4,10.6
186,AR,Searcy County,15.4,42.1,28.1,14.4
187,AR,Sebastian County,17.5,31.9,31.8,18.8
188,AR,Sevier County,30.4,34.6,25.7,9.4
189,AR,Sharp County,16.8,43.2,30.0,10.1
190,AR,Stone County,23.5,35.1,27.0,14.4
191,AR,Union County,16.3,36.0,28.6,19.2
192,AR,Van Buren County,15.7,45.2,25.5,13.6
193,AR,Washington County,15.8,27.5,25.5,31.2
194,AR,White County,16.0,38.2,26.5,19.3
195,AR,Woodruff County,24.5,45.4,19.9,10.2
196,AR,Yell County,22.1,40.9,22.6,14.4
197,CA,California,17.9,20.6,29.5,32.0
198,CA,Alameda County,12.7,18.0,25.4,43.9
199,CA,Alpine County,8.9,32.5,28.9,29.7
200,CA,Amador County,11.7,26.8,40.1,21.5
201,CA,Butte County,11.7,22.7,39.4,26.1
202,CA,Calaveras County,9.6,27.2,43.0,20.2
203,CA,Colusa County,31.9,21.8,31.8,14.4
204,CA,Contra Costa County,10.9,18.2,30.6,40.3
205,CA,Del Norte County,17.8,30.7,36.5,14.9
206,CA,El Dorado County,7.4,21.8,37.9,33.0
207,CA,Fresno County,26.2,22.7,31.3,19.7
208,CA,Glenn County,27.5,27.9,32.0,12.7
209,CA,Humboldt County,9.7,24.7,37.4,28.2
210,CA,Imperial County,33.0,22.5,30.6,14.0
211,CA,Inyo County,11.5,31.2,32.8,24.5
212,CA,Kern County,26.4,27.2,30.7,15.7
213,CA,Kings County,27.1,26.4,33.7,12.8
214,CA,Lake County,16.3,27.8,39.7,16.2
215,CA,Lassen County,18.6,30.9,38.0,12.5
216,CA,Los Angeles County,22.3,20.7,26.3,30.8
217,CA,Madera County,28.3,25.9,32.7,13.1
218,CA,Marin County,6.9,11.3,24.8,57.1
219,CA,Mariposa County,10.5,28.4,38.5,22.6
220,CA,Mendocino County,13.5,26.2,36.3,24.1
221,CA,Merced County,31.4,25.2,29.7,13.7
222,CA,Modoc County,13.6,27.1,41.1,18.3
223,CA,Mono County,16.0,18.0,35.4,30.6
224,CA,Monterey County,29.1,20.4,26.9,23.6
225,CA,Napa County,16.1,18.8,32.1,33.0
226,CA,Nevada County,6.7,19.6,39.3,34.4
227,CA,Orange County,15.5,17.4,28.6,38.4
228,CA,Placer County,5.8,19.2,38.1,36.9
229,CA,Plumas County,8.1,23.9,46.1,21.9
230,CA,Riverside County,19.5,25.9,33.4,21.2
231,CA,Sacramento County,13.2,22.4,35.1,29.3
232,CA,San Benito County,21.7,24.6,34.7,19.0
233,CA,San Bernardino County,21.2,26.2,33.3,19.3
234,CA,San Diego County,13.6,18.8,31.1,36.5
235,CA,San Francisco County,12.6,12.5,20.2,54.8
236,CA,San Joaquin County,22.0,26.6,33.2,18.2
237,CA,San Luis Obispo County,9.9,19.4,36.7,34.1
238,CA,San Mateo County,11.4,15.9,25.6,47.1
239,CA,Santa Barbara County,19.9,17.9,29.9,32.2
240,CA,Santa Clara County,12.9,14.8,23.2,49.1
241,CA,Santa Cruz County,13.7,15.5,31.9,39.0
242,CA,Shasta County,10.0,25.5,44.4,20.1
243,CA,Sierra County,11.0,26.5,42.7,19.8
244,CA,Siskiyou County,11.4,25.4,41.0,22.2
245,CA,Solano County,12.5,23.5,38.9,25.1
246,CA,Sonoma County,12.8,19.4,34.7,33.1
247,CA,Stanislaus County,22.4,28.1,33.0,16.5
248,CA,Sutter County,20.8,24.4,36.9,17.9
249,CA,Tehama County,17.1,31.1,38.0,13.8
250,CA,Trinity County,9.3,32.4,38.2,20.1
251,CA,Tulare County,31.8,25.4,28.8,14.0
252,CA,Tuolumne County,10.2,28.6,41.4,19.7
253,CA,Ventura County,16.6,18.8,32.5,32.2
254,CA,Yolo County,14.4,19.2,26.4,40.0
255,CA,Yuba County,17.8,24.3,42.3,15.5
256,CO,Colorado,9.0,21.7,30.6,38.7
257,CO,Adams County,17.8,28.5,31.3,22.4
258,CO,Alamosa County,16.2,24.4,33.6,25.8
259,CO,Arapahoe County,7.7,20.6,31.0,40.7
260,CO,Archuleta County,8.6,25.6,30.8,34.9
261,CO,Baca County,13.7,29.6,34.9,21.8
262,CO,Bent County,15.8,45.5,29.3,9.5
263,CO,Boulder County,5.5,12.9,22.3,59.3
264,CO,Broomfield County,3.9,15.0,28.5,52.5
265,CO,Chaffee County,8.3,26.2,31.1,34.4
266,CO,Cheyenne County,9.4,34.0,33.3,23.3
267,CO,Clear Creek County,3.1,20.3,32.0,44.6
268,CO,Conejos County,16.0,31.7,34.0,18.3
269,CO,Costilla County,23.0,26.4,30.6,20.0
270,CO,Crowley County,17.2,40.4,32.2,10.2
271,CO,Custer County,8.3,21.8,40.5,29.4
272,CO,Delta County,12.0,36.9,31.5,19.6
273,CO,Denver County,13.6,17.6,23.0,45.7
274,CO,Dolores County,9.1,38.7,31.9,20.3
275,CO,Douglas County,2.1,12.3,28.1,57.5
276,CO,Eagle County,11.2,17.9,25.9,45.0
277,CO,Elbert County,3.6,26.1,37.5,32.8
278,CO,El Paso County,6.1,20.6,36.8,36.6
279,CO,Fremont County,11.3,39.2,33.1,16.4
280,CO,Garfield County,13.1,28.7,29.1,29.1
281,CO,Gilpin County,2.0,24.3,39.3,34.4
282,CO,Grand County,4.3,25.7,32.8,37.2
283,CO,Gunnison County,4.7,18.1,24.6,52.6
284,CO,Hinsdale County,5.1,22.8,31.1,40.9
285,CO,Huerfano County,8.7,27.4,37.9,26.0
286,CO,Jackson County,12.2,37.2,31.5,19.1
287,CO,Jefferson County,5.8,20.9,31.0,42.2
288,CO,Kiowa County,7.1,35.2,37.5,20.2
289,CO,Kit Carson County,16.5,38.1,31.7,13.8
290,CO,Lake County,7.2,33.6,28.3,30.9
291,CO,La Plata County,5.2,19.3,32.5,43.0
292,CO,Larimer County,4.3,19.4,31.0,45.3
293,CO,Las Animas County,14.2,29.6,37.2,18.9
294,CO,Lincoln County,14.8,49.7,21.8,13.7
295,CO,Logan County,10.7,34.2,38.4,16.7
296,CO,Mesa County,10.2,29.3,34.5,26.1
297,CO,Mineral County,3.4,21.0,33.1,42.5
298,CO,Moffat County,8.9,39.9,32.3,18.9
299,CO,Montezuma County,9.8,29.5,33.6,27.0
300,CO,Montrose County,11.2,32.1,32.9,23.8
301,CO,Morgan County,19.0,31.8,33.1,16.1
302,CO,Otero County,14.2,28.4,40.2,17.1
303,CO,Ouray County,2.2,18.2,25.1,54.5
304,CO,Park County,3.7,26.0,39.8,30.5
305,CO,Phillips County,10.9,32.4,36.3,20.4
306,CO,Pitkin County,4.6,13.8,21.2,60.4
307,CO,Prowers County,17.4,27.6,39.7,15.4
308,CO,Pueblo County,11.8,29.3,37.7,21.2
309,CO,Rio Blanco County,8.2,33.6,36.4,21.8
310,CO,Rio Grande County,16.6,27.4,33.4,22.6
311,CO,Routt County,3.5,21.6,25.5,49.4
312,CO,Saguache County,19.2,26.3,29.1,25.5
313,CO,San Juan County,4.6,32.6,34.4,28.4
314,CO,San Miguel County,6.8,14.8,23.3,55.1
315,CO,Sedgwick County,8.8,33.8,37.6,19.8
316,CO,Summit County,5.3,17.0,27.7,49.9
317,CO,Teller County,5.6,25.4,36.4,32.6
318,CO,Washington County,8.7,34.1,41.2,16.0
319,CO,Weld County,13.0,27.0,33.3,26.8
320,CO,Yuma County,12.9,33.1,32.6,21.4
321,CT,Connecticut,9.9,27.3,24.8,38.0
322,CT,Fairfield County,10.1,22.4,21.2,46.4
323,CT,Hartford County,10.7,27.2,25.2,36.9
324,CT,Litchfield County,8.3,29.5,28.2,34.0
325,CT,Middlesex County,6.2,27.2,25.7,40.9
326,CT,New Haven County,10.5,30.3,24.9,34.3
327,CT,New London County,8.4,30.8,28.3,32.4
328,CT,Tolland County,6.2,27.1,27.9,38.9
329,CT,Windham County,11.9,33.3,30.9,23.9
330,DE,Delaware,11.2,31.1,27.2,30.5
331,DE,Kent County,13.1,33.6,30.2,23.1
332,DE,New Castle County,9.5,28.9,26.1,35.4
333,DE,Sussex County,13.8,34.7,27.6,23.9
334,DC,District of Columbia,10.0,18.0,16.6,55.4
335,DC,District of Columbia,10.0,18.0,16.6,55.4
336,FL,Florida,12.8,29.2,30.1,27.9
337,FL,Alachua County,7.5,21.9,29.1,41.5
338,FL,Baker County,17.9,41.5,27.8,12.8
339,FL,Bay County,11.3,30.6,35.6,22.5
340,FL,Bradford County,23.2,34.8,30.2,11.8
341,FL,Brevard County,8.8,28.9,34.6,27.7
342,FL,Broward County,11.7,27.3,30.0,31.0
343,FL,Calhoun County,23.1,39.9,26.5,10.5
344,FL,Charlotte County,10.6,34.2,33.6,21.6
345,FL,Citrus County,13.3,37.5,31.3,17.8
346,FL,Clay County,9.2,30.7,36.2,23.9
347,FL,Collier County,14.3,26.2,25.6,33.9
348,FL,Columbia County,13.8,36.1,34.2,15.9
349,FL,DeSoto County,29.5,40.7,19.8,10.0
350,FL,Dixie County,22.2,43.2,28.1,6.4
351,FL,Duval County,11.1,28.0,32.8,28.1
352,FL,Escambia County,10.1,28.2,36.9,24.9
353,FL,Flagler County,8.9,33.4,34.3,23.3
354,FL,Franklin County,20.4,35.8,27.1,16.7
355,FL,Gadsden County,21.2,35.6,25.7,17.5
356,FL,Gilchrist County,17.3,39.3,31.0,12.3
357,FL,Glades County,25.6,44.0,21.5,8.9
358,FL,Gulf County,17.5,35.7,30.1,16.7
359,FL,Hamilton County,25.0,38.5,26.3,10.2
360,FL,Hardee County,31.1,40.4,18.9,9.6
361,FL,Hendry County,37.1,31.7,22.1,9.1
362,FL,Hernando County,13.0,36.6,34.0,16.4
363,FL,Highlands County,16.7,36.9,29.9,16.5
364,FL,Hillsborough County,12.2,27.2,29.2,31.4
365,FL,Holmes County,21.7,37.6,28.3,12.3
366,FL,Indian River County,12.4,30.2,30.3,27.2
367,FL,Jackson County,21.6,35.5,29.2,13.7
368,FL,Jefferson County,20.2,32.6,28.2,19.0
369,FL,Lafayette County,25.2,37.3,23.8,13.6
370,FL,Lake County,12.2,33.5,32.6,21.7
371,FL,Lee County,13.0,30.7,29.5,26.7
372,FL,Leon County,7.4,18.6,28.8,45.2
373,FL,Levy County,18.1,41.3,29.4,11.2
374,FL,Liberty County,20.9,46.5,20.2,12.5
375,FL,Madison County,17.3,38.6,31.8,12.3
376,FL,Manatee County,11.5,30.9,29.7,27.9
377,FL,Marion County,13.6,37.2,30.9,18.4
378,FL,Martin County,10.0,26.1,32.4,31.5
379,FL,Miami-Dade County,19.4,28.4,25.0,27.3
380,FL,Monroe County,9.0,28.8,31.1,31.1
381,FL,Nassau County,9.1,34.9,31.5,24.5
382,FL,Okaloosa County,8.7,25.5,36.3,29.4
383,FL,Okeechobee County,28.1,37.9,23.2,10.7
384,FL,Orange County,12.3,25.7,30.0,31.9
385,FL,Osceola County,14.3,33.6,33.4,18.7
386,FL,Palm Beach County,12.1,25.1,28.6,34.2
387,FL,Pasco County,11.7,33.2,32.5,22.5
388,FL,Pinellas County,9.6,29.1,31.8,29.5
389,FL,Polk County,16.0,35.9,28.6,19.5
390,FL,Putnam County,21.6,38.2,27.5,12.7
391,FL,St. Johns County,5.3,21.2,30.9,42.5
392,FL,St. Lucie County,14.2,33.2,32.8,19.8
393,FL,Santa Rosa County,9.8,27.4,35.9,26.9
394,FL,Sarasota County,7.4,29.8,29.7,33.1
395,FL,Seminole County,6.6,23.4,34.1,35.8
396,FL,Sumter County,9.5,30.4,30.4,29.8
397,FL,Suwannee County,20.9,40.0,27.1,12.0
398,FL,Taylor County,21.3,41.1,27.8,9.8
399,FL,Union County,25.6,39.6,27.1,7.6
400,FL,Volusia County,10.7,33.5,33.4,22.4
401,FL,Wakulla County,12.3,37.4,33.7,16.6
402,FL,Walton County,15.1,26.5,32.1,26.3
403,FL,Washington County,20.2,41.8,27.0,11.0
404,GA,Georgia,14.2,28.1,28.3,29.4
405,GA,Appling County,23.6,40.8,23.7,11.9
406,GA,Atkinson County,32.1,40.1,21.2,6.7
407,GA,Bacon County,19.9,41.0,25.9,13.2
408,GA,Baker County,21.2,41.5,26.2,11.0
409,GA,Baldwin County,18.3,37.0,26.2,18.4
410,GA,Banks County,24.6,42.9,21.5,11.0
411,GA,Barrow County,18.0,33.7,31.6,16.8
412,GA,Bartow County,18.4,34.4,28.7,18.5
413,GA,Ben Hill County,18.8,43.1,27.5,10.6
414,GA,Berrien County,19.7,38.8,29.2,12.3
415,GA,Bibb County,15.7,32.2,27.5,24.6
416,GA,Bleckley County,14.8,42.3,25.1,17.7
417,GA,Brantley County,19.8,45.6,25.1,9.5
418,GA,Brooks County,21.0,38.5,28.1,12.4
419,GA,Bryan County,9.6,25.8,31.3,33.3
420,GA,Bulloch County,13.4,27.6,30.8,28.2
421,GA,Burke County,22.7,38.2,28.7,10.4
422,GA,Butts County,22.8,44.5,22.5,10.2
423,GA,Calhoun County,24.0,40.2,25.5,10.3
424,GA,Camden County,9.0,32.5,35.9,22.6
425,GA,Candler County,24.7,35.9,25.1,14.2
426,GA,Carroll County,18.9,35.2,27.8,18.2
427,GA,Catoosa County,14.4,31.8,34.2,19.7
428,GA,Charlton County,19.1,46.3,25.6,9.0
429,GA,Chatham County,10.7,25.0,31.4,32.9
430,GA,Chattahoochee County,9.8,26.7,33.4,30.1
431,GA,Chattooga County,27.5,39.2,24.5,8.9
432,GA,Cherokee County,10.2,24.1,30.2,35.5
433,GA,Clarke County,13.8,21.4,24.1,40.8
434,GA,Clay County,17.7,46.0,28.9,7.4
435,GA,Clayton County,16.4,31.8,32.7,19.0
436,GA,Clinch County,23.6,38.6,23.4,14.4
437,GA,Cobb County,8.8,19.0,27.2,45.0
438,GA,Coffee County,21.3,39.5,26.1,13.1
439,GA,Colquitt County,27.5,37.0,22.6,12.9
440,GA,Columbia County,8.1,24.5,32.3,35.1
441,GA,Cook County,23.6,39.0,23.5,13.8
442,GA,Coweta County,11.4,31.2,29.3,28.1
443,GA,Crawford County,19.5,37.6,29.9,13.1
444,GA,Crisp County,20.3,37.8,26.7,15.1
445,GA,Dade County,19.9,36.1,30.2,13.8
446,GA,Dawson County,13.5,29.0,27.6,29.8
447,GA,Decatur County,20.5,33.9,28.7,16.9
448,GA,DeKalb County,11.4,20.9,26.0,41.7
449,GA,Dodge County,18.5,42.4,25.6,13.5
450,GA,Dooly County,25.5,40.1,23.2,11.3
451,GA,Dougherty County,17.8,28.4,34.0,19.8
452,GA,Douglas County,11.7,31.4,30.7,26.1
453,GA,Early County,20.2,40.6,25.1,14.1
454,GA,Echols County,33.0,35.3,23.8,7.9
455,GA,Effingham County,13.8,36.9,31.0,18.3
456,GA,Elbert County,21.5,45.3,21.5,11.7
457,GA,Emanuel County,22.2,40.2,25.9,11.7
458,GA,Evans County,22.9,39.7,22.3,15.1
459,GA,Fannin County,17.0,38.8,26.5,17.7
460,GA,Fayette County,5.4,20.7,28.1,45.8
461,GA,Floyd County,20.3,31.0,28.9,19.8
462,GA,Forsyth County,7.8,17.6,26.3,48.3
463,GA,Franklin County,23.4,40.0,23.9,12.6
464,GA,Fulton County,8.7,18.1,23.4,49.8
465,GA,Gilmer County,19.7,35.9,26.6,17.8
466,GA,Glascock County,21.4,43.3,27.0,8.2
467,GA,Glynn County,12.4,27.6,31.8,28.2
468,GA,Gordon County,24.6,35.3,27.2,12.9
469,GA,Grady County,22.9,37.2,27.1,12.8
470,GA,Greene County,17.7,33.5,24.1,24.7
471,GA,Gwinnett County,12.5,23.3,29.3,34.9
472,GA,Habersham County,21.7,34.2,26.5,17.5
473,GA,Hall County,22.7,27.7,27.1,22.5
474,GA,Hancock County,27.1,40.3,21.7,10.9
475,GA,Haralson County,21.7,36.7,27.8,13.8
476,GA,Harris County,10.2,27.0,36.2,26.6
477,GA,Hart County,19.1,37.7,29.5,13.7
478,GA,Heard County,21.1,43.6,24.8,10.5
479,GA,Henry County,10.6,29.9,32.0,27.5
480,GA,Houston County,10.2,29.3,36.5,24.0
481,GA,Irwin County,15.3,43.5,30.1,11.1
482,GA,Jackson County,18.3,33.3,29.4,19.1
483,GA,Jasper County,22.8,41.2,25.6,10.4
484,GA,Jeff Davis County,21.6,38.5,29.1,10.7
485,GA,Jefferson County,25.5,41.4,22.7,10.4
486,GA,Jenkins County,22.2,39.7,25.1,13.0
487,GA,Johnson County,25.7,37.6,28.0,8.7
488,GA,Jones County,12.5,38.1,29.2,20.2
489,GA,Lamar County,16.0,38.7,28.1,17.2
490,GA,Lanier County,21.8,28.7,34.1,15.4
491,GA,Laurens County,17.1,44.0,23.6,15.2
492,GA,Lee County,11.5,28.8,35.5,24.2
493,GA,Liberty County,10.3,31.5,39.3,18.9
494,GA,Lincoln County,16.6,42.5,27.8,13.2
495,GA,Long County,12.7,34.6,37.4,15.2
496,GA,Lowndes County,15.6,29.2,31.4,23.9
497,GA,Lumpkin County,15.8,29.0,28.2,27.0
498,GA,McDuffie County,20.1,39.7,26.0,14.2
499,GA,McIntosh County,17.6,35.1,33.5,13.8
500,GA,Macon County,27.8,34.7,28.9,8.5
501,GA,Madison County,17.2,39.7,27.6,15.5
502,GA,Marion County,21.6,38.5,28.8,11.1
503,GA,Meriwether County,22.9,38.9,28.0,10.1
504,GA,Miller County,21.0,38.7,28.9,11.4
505,GA,Mitchell County,23.4,40.8,23.7,12.0
506,GA,Monroe County,15.8,35.4,26.6,22.2
507,GA,Montgomery County,18.0,38.6,27.9,15.6
508,GA,Morgan County,16.6,35.0,27.6,20.8
509,GA,Murray County,31.2,35.8,22.1,10.9
